time,client_id,pressureStatus
13-07-2019 08:04:00,node18,1
13-07-2019 08:27:00,node18,0
13-07-2019 13:07:00,node18,1
13-07-2019 13:32:00,node18,0
13-07-2019 20:41:00,node18,1
13-07-2019 21:22:00,node18,0
14-07-2019 08:21:00,node18,1
14-07-2019 08:56:00,node18,0
14-07-2019 12:48:00,node18,1
14-07-2019 13:26:00,node18,0
14-07-2019 20:53:00,node18,1
14-07-2019 21:31:00,node18,0
15-07-2019 08:35:00,node18,1
15-07-2019 09:01:00,node18,0
15-07-2019 13:02:00,node18,1
15-07-2019 13:42:00,node18,0
15-07-2019 20:35:00,node18,1
15-07-2019 20:57:00,node18,0
16-07-2019 08:54:00,node18,1
16-07-2019 09:27:00,node18,0
16-07-2019 13:15:00,node18,1
16-07-2019 13:49:00,node18,0
16-07-2019 20:05:00,node18,1
16-07-2019 20:39:00,node18,0
17-07-2019 09:45:00,node18,1
17-07-2019 10:30:00,node18,0
17-07-2019 14:13:00,node18,1
17-07-2019 14:47:00,node18,0
17-07-2019 21:09:00,node18,1
17-07-2019 21:42:00,node18,0
18-07-2019 08:43:00,node18,1
18-07-2019 09:19:00,node18,0
18-07-2019 14:21:00,node18,1
18-07-2019 14:43:00,node18,0
18-07-2019 20:55:00,node18,1
18-07-2019 21:27:00,node18,0
19-07-2019 09:24:00,node18,1
19-07-2019 10:08:00,node18,0
19-07-2019 13:12:00,node18,1
19-07-2019 13:36:00,node18,0
19-07-2019 21:21:00,node18,1
19-07-2019 21:50:00,node18,0
