time,client_id,pressureStatus
13-07-2019 00:00:00,node12,1
13-07-2019 07:49:00,node12,0
13-07-2019 15:15:00,node12,1
13-07-2019 16:30:00,node12,0
13-07-2019 23:07:00,node12,1
14-07-2019 07:32:00,node12,0
14-07-2019 15:00:00,node12,1
14-07-2019 17:21:00,node12,0
14-07-2019 23:57:00,node12,1
15-07-2019 08:15:00,node12,0
15-07-2019 15:49:00,node12,1
15-07-2019 17:30:00,node12,0
15-07-2019 23:23:00,node12,1
16-07-2019 08:11:00,node12,0
16-07-2019 14:48:00,node12,1
16-07-2019 15:25:00,node12,0
16-07-2019 22:45:00,node12,1
17-07-2019 06:36:00,node12,0
17-07-2019 14:51:00,node12,1
17-07-2019 17:09:00,node12,0
17-07-2019 23:01:00,node12,1
18-07-2019 07:02:00,node12,0
18-07-2019 16:03:00,node12,1
18-07-2019 18:57:00,node12,0
18-07-2019 23:21:00,node12,1
19-07-2019 06:54:00,node12,0
19-07-2019 21:51:00,node12,1
19-07-2019 23:59:59,node12,0
