time,client_id,pressureStatus
13-07-2019 00:00:00,node17,1
13-07-2019 06:01:00,node17,0
13-07-2019 15:15:00,node17,1
13-07-2019 17:14:00,node17,0
13-07-2019 22:30:00,node17,1
14-07-2019 06:25:00,node17,0
14-07-2019 15:03:00,node17,1
14-07-2019 16:58:00,node17,0
14-07-2019 22:00:00,node17,1
15-07-2019 06:31:00,node17,0
15-07-2019 15:31:00,node17,1
15-07-2019 16:45:00,node17,0
15-07-2019 22:05:00,node17,1
16-07-2019 06:37:00,node17,0
16-07-2019 14:36:00,node17,1
16-07-2019 17:04:00,node17,0
16-07-2019 23:02:00,node17,1
17-07-2019 07:25:00,node17,0
17-07-2019 14:43:00,node17,1
17-07-2019 17:08:00,node17,0
17-07-2019 22:10:00,node17,1
18-07-2019 06:16:00,node17,0
18-07-2019 14:58:00,node17,1
18-07-2019 16:07:00,node17,0
18-07-2019 22:02:00,node17,1
19-07-2019 02:15:00,node17,0
19-07-2019 02:40:00,node17,1
19-07-2019 06:41:00,node17,0
19-07-2019 15:03:00,node17,1
19-07-2019 17:30:00,node17,0
19-07-2019 22:19:00,node17,1
19-07-2019 23:59:59,node17,0
